Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Unit,Aggregator,Disaggregator,Value
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Fentanyl analogues,0 to 19 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Fentanyl analogues,20 to 29 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Fentanyl analogues,30 to 39 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Fentanyl analogues,40 to 49 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Fentanyl analogues,50 to 59 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Fentanyl analogues,60 years or more,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Non-fentanyl opioids,0 to 19 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Non-fentanyl opioids,20 to 29 years,16
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Non-fentanyl opioids,30 to 39 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Non-fentanyl opioids,40 to 49 years,17
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Non-fentanyl opioids,50 to 59 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2020 (Jan to Sep),Percent,Non-fentanyl opioids,60 years or more,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Fentanyl,0 to 19 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Fentanyl,20 to 29 years,26
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Fentanyl,30 to 39 years,14
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Fentanyl,40 to 49 years,30
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Fentanyl,50 to 59 years,16
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Fentanyl,60 years or more,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Fentanyl analogues,0 to 19 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Fentanyl analogues,20 to 29 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Fentanyl analogues,30 to 39 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Fentanyl analogues,40 to 49 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Fentanyl analogues,50 to 59 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Fentanyl analogues,60 years or more,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Non-fentanyl opioids,0 to 19 years,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Non-fentanyl opioids,20 to 29 years,13
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Non-fentanyl opioids,30 to 39 years,19
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Non-fentanyl opioids,40 to 49 years,28
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Non-fentanyl opioids,50 to 59 years,23
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2019,Percent,Non-fentanyl opioids,60 years or more,Suppressed
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Fentanyl,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Fentanyl,20 to 29 years,13
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Fentanyl,30 to 39 years,38
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Fentanyl,40 to 49 years,17
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Fentanyl,50 to 59 years,21
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Fentanyl,60 years or more,13
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Fentanyl analogues,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Fentanyl analogues,20 to 29 years,33
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Fentanyl analogues,30 to 39 years,33
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Fentanyl analogues,40 to 49 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Fentanyl analogues,50 to 59 years,33
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Fentanyl analogues,60 years or more,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Non-fentanyl opioids,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Non-fentanyl opioids,20 to 29 years,14
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Non-fentanyl opioids,30 to 39 years,27
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Non-fentanyl opioids,40 to 49 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Non-fentanyl opioids,50 to 59 years,24
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Quebec,24,2018,Percent,Non-fentanyl opioids,60 years or more,13
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Fentanyl,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Fentanyl,20 to 29 years,50
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Fentanyl,30 to 39 years,50
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Fentanyl,40 to 49 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Fentanyl,50 to 59 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Fentanyl,60 years or more,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Fentanyl analogues,0 to 19 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Fentanyl analogues,20 to 29 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Fentanyl analogues,30 to 39 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Fentanyl analogues,40 to 49 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Fentanyl analogues,50 to 59 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Fentanyl analogues,60 years or more,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Non-fentanyl opioids,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Non-fentanyl opioids,20 to 29 years,7
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Non-fentanyl opioids,30 to 39 years,13
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Non-fentanyl opioids,40 to 49 years,27
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Non-fentanyl opioids,50 to 59 years,47
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2020 (Jan to Sep),Percent,Non-fentanyl opioids,60 years or more,7
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Fentanyl,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Fentanyl,20 to 29 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Fentanyl,30 to 39 years,60
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Fentanyl,40 to 49 years,40
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Fentanyl,50 to 59 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Fentanyl,60 years or more,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Fentanyl analogues,0 to 19 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Fentanyl analogues,20 to 29 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Fentanyl analogues,30 to 39 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Fentanyl analogues,40 to 49 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Fentanyl analogues,50 to 59 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Fentanyl analogues,60 years or more,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Non-fentanyl opioids,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Non-fentanyl opioids,20 to 29 years,8
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Non-fentanyl opioids,30 to 39 years,25
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Non-fentanyl opioids,40 to 49 years,17
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Non-fentanyl opioids,50 to 59 years,25
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2019,Percent,Non-fentanyl opioids,60 years or more,25
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Fentanyl,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Fentanyl,20 to 29 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Fentanyl,30 to 39 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Fentanyl,40 to 49 years,100
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Fentanyl,50 to 59 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Fentanyl,60 years or more,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Fentanyl analogues,0 to 19 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Fentanyl analogues,20 to 29 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Fentanyl analogues,30 to 39 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Fentanyl analogues,40 to 49 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Fentanyl analogues,50 to 59 years,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Fentanyl analogues,60 years or more,Not available
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Non-fentanyl opioids,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Non-fentanyl opioids,20 to 29 years,9
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Non-fentanyl opioids,30 to 39 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Non-fentanyl opioids,40 to 49 years,22
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Non-fentanyl opioids,50 to 59 years,35
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,New Brunswick,13,2018,Percent,Non-fentanyl opioids,60 years or more,13
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Fentanyl,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Fentanyl,20 to 29 years,43
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Fentanyl,30 to 39 years,43
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Fentanyl,40 to 49 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Fentanyl,50 to 59 years,14
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Fentanyl,60 years or more,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Fentanyl analogues,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Fentanyl analogues,20 to 29 years,50
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Fentanyl analogues,30 to 39 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Fentanyl analogues,40 to 49 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Fentanyl analogues,50 to 59 years,50
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Fentanyl analogues,60 years or more,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Non-fentanyl opioids,0 to 19 years,0
Opioids,Deaths,Type of opioids by age,Accidental apparent opioid toxicity deaths,Nova Scotia,12,2020 (Jan to Sep),Percent,Non-fentanyl opioids,20 to 29 years,22
